url	titolo_originale	titolo_inglese	casa_ed	nazionalità	disegni	storia	categoria	genere	anno	volumi	stato_patria	stato_ita	disponibilità	valutazione	opinioni	serializzato	tag	utenti	trama
https://www.animeclick.it/manga/17304/killer-killer	Killer Killer	Danganronpa Gaiden: Killer Killer	Kodansha	Giappone	Mitomo Sasako	Mitomo Sasako	Shounen	Commedia  Mistero  Psicologico  Soprannaturale	2016 - 2017	3	completato	inedito	Nessuna	7,400   (#1197 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Bessatsu Shounen Magazine	Omicidi-Assassinio	2 In lettura, 2 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 6 Da leggere - drop rate: 0,00%	"[""Trama: La storia segue le vicende del detective Misaki Asano e del suo pigro compagno Takumi Hijirihara. I due lavorano per un'agenzia investigativa per crimini speciali, che come dice il nome stesso, si occupa di risolvere casi anomali e bizzarri. Nel capitolo 3 viene rivelato che il manga è effettivamente una side sotry della saga Danganronpa e si colloca dopo Ultra Despair Girls - Danganronpa: Another Episode e prima di Super Danganronpa 2: Goodbye Despair Academy.""]"
https://www.animeclick.it/manga/10474/danguard	Fukkokuban wakusei robot Danguard A	Danguard A	Akita Shoten	Giappone	Leiji Matsumoto	Leiji Matsumoto	Shounen	Drammatico  Fantascienza  Mecha	1997	2	completato	completato	Goen (compralo su Amazon.it)	6,371   (#4952 in manga) (11 valutazioni con 4 recensioni)	2  2  0 - 66,67% promosso	Bessatsu Shounen Magazine	Omicidi-Assassinio	1 In lettura, 54 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 10 Da leggere - drop rate: 0,00%	"[""Trama: La storia narra le vicissitudini del gruppo di ricerca del dottor Oedo (Galax), il cui obiettivo è raggiungere il decimo pianeta del sistema solare, Prometeo, allo scopo di sfruttarne le risorse naturali e garantire un futuro all'umanità. Prometeo è però anche nelle mire di Doppler, un ricco e malvagio scienziato a capo di un'organizzazione paramilitare (che ricorda per divise e gerarchia i nazisti) che ha deciso di fare del decimo pianeta la patria di una nuova razza di eletti. Doppler invia molti mostri meccanici (i mechasatan) per distruggere la base Yasdam... (trama tratta da Wikipedia)""]"
https://www.animeclick.it/manga/15272/danmachi-sword-oratoria	Dungeon ni Deai wo Motomeru no wa Machigatteiru no Darou ka Gaiden Sword Oratoria	Is It Wrong to Try to Pick Up Girls in a Dungeon? - Sword Oratoria	Square Enix	Giappone	Yagi Takahashi	Fujino Ōmori	Shounen	Avventura  Commedia  Fantasy  Magia	2014	16	in corso	in corso	JPOP (compralo su Amazon.it)	7,192   (#2165 in manga) (9 valutazioni con 0 recensioni)	71  0  3 - 95,95% promosso	Gangan Joker	Omicidi-Assassinio	42 In lettura, 9 Completo, 5 Pausa, 5 Sospeso, 0 Da rileggere, 34 Da leggere - drop rate: 8,20%	"['Trama: Spin-off di Dungeon ni Deai wo Motomeru no wa Machigatteiru no Darou ka? in cui la storia si concentra sulle avventure di Ais Wallenstein, avventuriera di ""prima classe"", impegnata all\'interno della compagnia Loki nell\'esplorazione e nella conquista dei veri livelli del ""Dungeon infinito"".']"
https://www.animeclick.it/manga/19498/dungeon-ni-deai-o-motomeru-no-wa-machigatte-iru-darou-ka-familia-chronicle-episode-ryu	Dungeon ni Deai o Motomeru no wa Machigatte Iru Darou ka: Familia Chronicle Episode Ryu	Is It Wrong Try Pick Up Girls In Dungeon? - Familia Chronicle Episode Ryuu	Square Enix	Giappone	Hinase Momoyama	Fujino Ōmori	Shounen	Azione  Fantasy	2017 - 2018	6	completato	inedito	Nessuna	7,200   (#1927 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Gangan Online	Protagonista-femminile-forte	2 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 11 Da leggere - drop rate: 0,00%	"[""Trama: La città labirinto di Orario è l'unica al mondo a possedere un dungeon, grazie al quale è prosperata ed è ovunque conosciuta come “centro del mondo”. Ryu Lion lavora alle dipendenze di Mia Grand nell'osteria “La Matrona della Fertilità”, assieme alle sue colleghe Syr Flova, Arnya Fromel, Chloe Rollo e Lunoire Faust. Ma un giorno voci umane turbano la pace del locale..."", '', 'Spin-off di Danmachi incentrato sulla storia di Lion.']"
https://www.animeclick.it/manga/11974/danshi-koukousei-no-nichijou	Danshi Koukousei no Nichijou	Daily Lives of High School Boys	Square Enix	Giappone	Yasunobu Yamauchi	Yasunobu Yamauchi	Shounen	Commedia  Scolastico  Sentimentale  Slice of Life	2009	7	completato	inedito	Nessuna	7,857   (#393 in manga) (3 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Gangan Online	Protagonista-femminile-forte	2 In lettura, 7 Completo, 1 Pausa, 1 Sospeso, 0 Da rileggere, 23 Da leggere - drop rate: 9,09%	['Trama: La commedia racconta le ordinarie vicende di Tadakuni, Hidenori, Yoshitake e altri loro compagni di scuola in un istituto liceale maschile, con piglio divertente ma al contempo realistico.']
https://www.animeclick.it/manga/25272/danshi-koukousei-wo-yashinaitai-onee-san-no-hanashi	Danshi kōkōsei wo yashinaitai onee-san no hanashi	The story of an onee-san who wants to keep a High School boy	Kodansha	Giappone	Hideki	Hideki	Shounen	Commedia  Sentimentale  Slice of Life	2018	7	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shuukan Shōnen Magazine	Vicini-di-casa  Genitori-assenti  Vita-in-appartamento	1 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere - drop rate: 0,00%	"['Trama: Quando i genitori di Minoru Soramoto se ne vanno lasciandolo con un grosso debito, la ""Onee-san"" vicina di casa lo salva e ospita a casa sua. Inizia così la nuova, strana vita di Minoru assieme alla bellissima onee-san che pensa lui sia troppo carino per lasciarlo andare via!']"
https://www.animeclick.it/manga/21972/dare-ga-kenja-wo-koroshita-ka	Dare ga Kenja o Koroshita ka?	Who Killed the Sage?	Shueisha	Giappone	Neri Mikumo	Jōsuke Nanamoto	Shounen	Drammatico  Fantascienza  Mistero	2016 - 2017	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shounen Jump +	Omicidi-Assassinio  Sottotrama-romantica  Genitori-deceduti  Hacker	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 2 Da leggere	"[""Trama: In un futuro prossimo, gli esseri umani sono in grado di utilizzare la realtà aumentata senza l'aiuto di alcun dispositivo esterno. In una colonia Amish della Pennsylvania, durante il funerale di Leonardo Mitterrand, alcuni agenti dell'FBI si presentano cercando di portare via il corpo dell'uomo. La figlia di quest'ultimo, Noel, viene così a conoscenza della vera identità del padre: Leonardo, infatti, era in realtà un famoso hacker che due anni prima aveva sventato un attacco cyberterroristico. La morte dell'uomo, quindi, potrebbe non essere stata del tutto accidentale...""]"
https://www.animeclick.it/manga/14671/dark-air	Dark Air	Dark Air	Daiwon	Corea del Sud	Park Min-seo	Park Min-seo	Shounen  Manhwa	Avventura  Azione  Fantasy  Magia  Sentimentale	2010	12	completato	completato	Star Comics (compralo su Amazon.it)	6,909   (#3691 in manga) (7 valutazioni con 0 recensioni)	15  1  0 - 96,77% promosso	Shounen Jump +	Omicidi-Assassinio  Sottotrama-romantica  Genitori-deceduti  Hacker	25 In lettura, 12 Completo, 4 Pausa, 4 Sospeso, 0 Da rileggere, 49 Da leggere - drop rate: 8,89%	"[""Trama: Prima la magia era all'ordine del giorno e largamente diffusa in tutto il mondo. Ma improvvisamente questa scompare. I maghi che ora non possono più eseguire magie, sono guardati dall'alto in basso dai guerrieri. Esistono però due persone al mondo, e solo queste due, in grado di far ricorso alla magia nonostante questa sia scomparsa: un potente mago ed un ragazzino..."", ""Questa è la storia di Melrose e dei suoi compagni d'avventura che cercano di risolvere questo mistero.""]"
https://www.animeclick.it/manga/10166/dark-angel-phoenix-resurrection	Dark Angel - Phoenix Resurrection	Dark Angel - Phoenix Resurrection	Image Comics	Giappone	Kia Asamiya	Kia Asamiya	Shounen	Avventura  Azione  Fantasy	2000	1	completato	completato	Panini Comics (compralo su Amazon.it)	6,800   (#4248 in manga) (2 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Shounen Jump +	Omicidi-Assassinio  Sottotrama-romantica  Genitori-deceduti  Hacker	1 In lettura, 24 Completo, 1 Pausa, 0 Sospeso, 1 Da rileggere, 12 Da leggere - drop rate: 0,00%	"['Trama: In un tempo di miti e magia, quando la ragione dipendeva dalla spada, il continente centrale di Oukoku era suddiviso in quattro lande, secondo i Quattro Venti. Ognuna delle quatto nazioni era governata da un Gensei, che aveva il compito di preservare la pace e i rapporti con i vicini in nome dell’unità dell’Impero.', ""Il sanguigno Dark è appena stato nominato successore dal suo maestro, ma per ottenere l'ufficialità del titolo di Gensei deve recarsi alla Capitale: se da pretendente non vi giungerà entro sessanta kyoten sarà condannato a morte!"", ""Dark Angel - Phoenix Resurrection è un retelling dell'originale Dark Angel e, a tutti gli effetti, “la prima serie manga interamente a colori ideata espressamente per il mercato statunitense”.""]"
https://www.animeclick.it/manga/9823/darkhair-captured	Darkhair Captured	Darkhair Captured	Kadokawa Shoten	Giappone	Ryusuke Mita	Ryusuke Mita	Shounen	Avventura  Azione  Fantascienza	1994	7	completato	completato	Star Comics (compralo su Amazon.it)	6,792   (#4282 in manga) (6 valutazioni con 1 recensioni)	7  0  0 - 100,00% promosso	Shounen Jump +	Omicidi-Assassinio  Sottotrama-romantica  Genitori-deceduti  Hacker	1 In lettura, 17 Completo, 0 Pausa, 4 Sospeso, 1 Da rileggere, 7 Da leggere - drop rate: 17,39%	"[""Trama: Il padre del protagonista di questo manga ha come obiettivo quello di tornare sulla Terra, ma per farlo ha bisogno di una cifra davvero astronomica: 40 miliardi di dott. Viaggiano pertanto, accompagnati dalla bella Camel, per l'universo sulla loro astronave con annesso ristorante di ramen, alla caccia di tesori e di mostri che riescono a sconfiggerere grazie al potere del protagonista di trasformare il suo braccio in lama.""]"
https://www.animeclick.it/manga/23309/darling-in-the-franxx	DARLING in the FRANXX	DARLING in the FRANXX	Shueisha	Giappone	Kentaro Yabuki	Kentaro Yabuki	Shounen	Azione  Ecchi  Fantascienza  Mecha  Sentimentale	2018 - 2020	8	completato	inedito	Nessuna	6,900   (#3713 in manga) (6 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Shounen Jump +	combattimenti-realistici  Nudità  Protagonista-giovane  Apocalisse-Post-Apocalittico  protagonista-sfacciata	9 In lettura, 8 Completo, 1 Pausa, 1 Sospeso, 0 Da rileggere, 45 Da leggere - drop rate: 5,26%	"['Trama: La storia è ambientata in un lontano futuro, in cui la Terra è ormai devastata e l’umanità si è stabilita nella città fortificata mobile Plantation. I piloti “prodotti” dentro Plantation vivono a Mistilteinn, anche conosciuta come ""gabbia per uccelli"". Bambini e ragazzini vivono lì dentro ignari dell’esistenza di un mondo esterno e della libertà e dell’ampiezza dei cieli. La loro vita ha il solo scopo di portare a termine le missioni assegnate, ossia combattere contro delle misteriose forme di vita giganti, denominate Kyoryu, pilotando i robot Franxx. Guidare un Franxx vuol dire esistere. Un ragazzo di nome Hiro, Code:016, una volta era ritenuto un prodigio, tuttavia, col passare del tempo, è rimasto in dietro rispetto ai suoi coetanei, tanto che ora la sua esistenza è ritenuta non necessaria. Non pilota più un Franxx e ciò equivale a cessare di esistere. Un giorno una misteriosa ragazza, ""Zero Two"", dalla cui testa spuntano due corna, appare dinnanzi a Hiro…']"
https://www.animeclick.it/manga/28629/darling-in-the-franxx-4koma	DARLING in the FRANXX!	DARLING in the FRANXX!	Shueisha	Giappone	mato	mato	Shounen  Strisce	Commedia  Mecha  Sentimentale	2018	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shounen Jump +	A-colori	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama:']
https://www.animeclick.it/manga/10725/darren-shan	Darren Shan	Cirque Du Freak	Shogakukan	Giappone	Takahiro Arai	Darren Shan	Shounen	Avventura  Azione  Commedia  Drammatico  Fantasy  Horror  Mistero  Soprannaturale	2006 - 2009	12	completato	sospeso	Star Comics (compralo su Amazon.it)	7,056   (#2875 in manga) (5 valutazioni con 3 recensioni)	11  1  1 - 88,00% promosso	Shuukan Shounen Sunday	vampiri  Salto-temporale  vendetta  Cambiamento-nello-stile-di-vita  viaggio  Profezie  Amici-diventano-nemici  circo	22 In lettura, 7 Completo, 4 Pausa, 12 Sospeso, 0 Da rileggere, 28 Da leggere - drop rate: 26,67%	"[""Trama: Darren e il suo amico Steve sono due normali ragazzini con la passione per ragni e mostri. Un giorno, scoprono l’esistenza di uno spettacolo in cui, a quanto pare, vengono mostrati degli esseri mostruosi in carne e ossa: il Cirque du Freak. Lo spettacolo è davvero entusiasmante, ma qualcosa sembra aver turbato Steve. Al termine dello show, Darren perde di vista l’amico, e si mette a cercarlo… Steve è stato morso da una tarantola, e ora è in pericolo di vita! L'unico modo per salvarlo è chiedere aiuto a uno degli artisti, l’addestratore Crepsley, ma questi gli chiede in cambio qualcosa di sconvolgente, che potrebbe cambiare per sempre la sua vita…"", ""Trama dell'editore italiano Star Comics.""]"
https://www.animeclick.it/manga/14994/darwins-game	"""Darwins Game"""	"""Darwins Game"""	Akita Shoten	Giappone	FLIPFLOPs	FLIPFLOPs	Shounen  Pubblico Adulto	Azione  Ecchi  Fantascienza  Mistero  Psicologico  Thriller	2012	21	in corso	in corso	Panini Comics (compralo su Amazon.it)	6,882   (#3863 in manga) (13 valutazioni con 0 recensioni)	67  12  6 - 84,81% promosso	Bessatsu Shounen Champion	Abilità-speciali  armi  Omicidi-Assassinio  Survival-Sopravvivenza  Indagini  gioco-pericoloso  Telefono-cellulare	86 In lettura, 9 Completo, 6 Pausa, 3 Sospeso, 0 Da rileggere, 66 Da leggere - drop rate: 2,88%	"['Trama: Sudo Kaname improvvisamente viene coinvolto in un gioco mortale attraverso una applicazione per cellulari misteriosa chiamata ""Darwin\'s Game"".']"
https://www.animeclick.it/manga/10380/dash-kappei	Dash Kappei	Dash Kappei	Shogakukan	Giappone	Noboru Rokuda	Noboru Rokuda	Shounen	Commedia  Demenziale  Sport	1979 - 1982	17	completato	Riedizione in corso	Star Comics (compralo su Amazon.it)	6,840   (#3961 in manga) (25 valutazioni con 6 recensioni)	66  7  6 - 87,42% promosso	Shuukan Shōnen Sunday	Basket-Pallacanestro  demenziale  Protagonista-basso  Protagonista-pervertito	28 In lettura, 60 Completo, 4 Pausa, 8 Sospeso, 2 Da rileggere, 23 Da leggere - drop rate: 7,84%	"[""Trama: Il manga racconta le divertenti avventure di Sakamoto Kappei (Gigi la trottola nell'adattamento italiano), un ragazzo terribilmente pervertito che, nonostante la bassa statura, è dotato di incredibile talento per qualsiasi sport e il cui sogno è quello di conquistare l'amore della bella Akane Aki. Appena arrivato al Liceo Seirin, viene costretto dalle regole della scuola ad iscriversi a un circolo sportivo e la sua scelta ricadrà su quello apparentemente meno adatto alla sua statura: la pallacanestro.""]"
https://www.animeclick.it/manga/13148/date-a-live	Date a Live	Date a Live	Kadokawa Shoten	Giappone	Ringo	Kōshi Tachibana	Shounen	Azione  Fantascienza  Harem  Mecha  Scolastico  Sentimentale	2012	1	N.D.	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shuukan Shōnen Sunday	Basket-Pallacanestro  demenziale  Protagonista-basso  Protagonista-pervertito	0 In lettura, 6 Completo, 0 Pausa, 2 Sospeso, 0 Da rileggere, 20 Da leggere - drop rate: 25,00%	['Trama: In questa “nuova generazione del boy-meets-girl” (ragazzo-conosce-ragazza) Sido Itsuka incontra lo spirito di una ragazza che proviene da un mondo devastato. “Tohka”, come verrà sopranominata dal protagonista, è però uno spirito molto pericoloso, responsabile di una tremenda moria di uomini avvenuta 30 anni orsono. Solo il ragazzo può distoglierla da un nuovo sterminio, come? Uscendo con lei.']
https://www.animeclick.it/manga/13289/date-ast-like	Date Ast Like	Date Ast Like	Kadokawa Shoten	Giappone	Kakashi Oniyazu	Kōshi Tachibana	Shounen	Azione  Fantascienza	2012	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shuukan Shōnen Sunday	Basket-Pallacanestro  demenziale  Protagonista-basso  Protagonista-pervertito	0 In lettura, 0 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 12 Da leggere - drop rate: 100,00%	['Trama: Questo manga è collegato all’anime e novel “Date a Live”. Parla dei membri dell’AST (Squadra Anti Spiriti), un corpo speciale dedito a combattere gli spiriti. Okamine Mikie idolatra il suo superiore nell’AST, Tobiichi Origami, e potrebbe anche esserne innamorata. Sfortunatamente, Origami sembra non voglia avere nulla a che fare con lei. Un giorno, devono occuparsi di un’esplosione che non è stata causata da uno spirito. E’ stata causata, invece, da una ragazza di nome Ashley Sinclair, che poco dopo l’incidente si trasferisce nella loro scuola!', '(fonte: mangahelpers)']
https://www.animeclick.it/manga/9708/daydream	Teizokurei Daydream	Vulgar Ghost Daydream	Kadokawa Shoten	Giappone	Saki Okuse	Saki Okuse	Shounen  Pubblico Adulto	Drammatico  Horror  Soprannaturale	2001	10	completato	completato	Panini Comics (compralo su Amazon.it)	6,872   (#3894 in manga) (13 valutazioni con 7 recensioni)	12  0  0 - 100,00% promosso	Shuukan Shōnen Sunday	Basket-Pallacanestro  demenziale  Protagonista-basso  Protagonista-pervertito	8 In lettura, 43 Completo, 3 Pausa, 2 Sospeso, 1 Da rileggere, 34 Da leggere - drop rate: 3,51%	['Trama: Protagonista della serie è Misaki Saiki, una ragazza in grado di comunicare con gli spiriti. Grazie alle sue capacità fuori dal comune, questa giovane negromante riceve incarichi come agente speciale per casi legati al paranormale. Ma Misaki ha anche un altro lavoro, in un night club sadomaso... (trama presa dal sito della casa editrice, Panini Comics)']
https://www.animeclick.it/manga/14962/days-tsuyoshi-yasuda	Days	Days	Kodansha	Giappone	Tsuyoshi Yasuda	Tsuyoshi Yasuda	Shounen	Scolastico  Sport	2013	39	in corso	inedito	Nessuna	6,900   (#3772 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Shuukan Shounen Magazine	calcio  Protagonista-basso  Da-debole-a-forte	2 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 26 Da leggere - drop rate: 0,00%	"[""Trama: Due ragazzi s'incontrano durante una notte tempestosa: Tsukushi, un ragazzo privo di qualità speciali, e Jin, un genio del calcio. In quella notte, quest'ultimo trascina Tsukushi nel club calcistico del loro liceo.""]"
https://www.animeclick.it/manga/21738/days-gaiden	Days Gaiden	Days Gaiden	Kodansha	Giappone	Satori Otowa	Tsuyoshi Yasuda	Shounen	Scolastico  Sport	2016 - 2018	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Magazine Pocket	calcio	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	['Trama: Spin off di Days.']
https://www.animeclick.it/manga/15546/dead-tube	Dead Tube	Dead Tube	Akita Shoten	Giappone	Tōta Kitakawa	Mikoto Yamaguchi	Shounen  Pubblico Adulto	Drammatico  Ecchi  Horror  Mistero  Scolastico  Sentimentale  Thriller	2014	14	in corso	in corso	JPOP (compralo su Amazon.it)	7,222   (#1848 in manga) (16 valutazioni con 2 recensioni)	88  7  11 - 85,85% promosso	Champion RED	Violenza  Personaggi-psicopatici  esibizionismo  Tortura  Regista  Omicidi-Assassinio  Nudità  Survival-Sopravvivenza  Spargimento-di-sangue	93 In lettura, 8 Completo, 2 Pausa, 12 Sospeso, 0 Da rileggere, 70 Da leggere - drop rate: 10,43%	"[""Trama: L'insicurezza del protagonista viene messa alla prova da una ragazza che gli richiede di filmarla per tre giorni consecutivi. Insicuro e poco popolare, il giovane frequenta un club di cinematografia e trova questa un'occasione che gli faccia da trampolino, seppur insolita."", 'Il mondo visto dietro una telecamera può essere finzione; cosa succede quando la finzione è iniziata da tempo? Uno scambio di video su una piattaforma al di là di qualunque buonsenso, Dead Tube, dimostra quanto i valori del sesso, denaro e successo possano diventare priorità pericolose, tanto da mettere in ballo la propria vita e a repentaglio quella altrui come fosse un gioco.', 'Chi è, allora, a fingere?']"
https://www.animeclick.it/manga/10600/deadman-wonderland	Deadman Wonderland	Deadman Wonderland	Kadokawa Shoten	Giappone	Kazuma Kondō	Jinsei Kataoka	Shounen	Azione  Drammatico  Fantascienza  Soprannaturale	2007	13	completato	completato	Panini Comics (compralo su Amazon.it)	7,620   (#719 in manga) (76 valutazioni con 25 recensioni)	237  7  0 - 98,54% promosso	Champion RED	Violenza  Personaggi-psicopatici  esibizionismo  Tortura  Regista  Omicidi-Assassinio  Nudità  Survival-Sopravvivenza  Spargimento-di-sangue	176 In lettura, 313 Completo, 24 Pausa, 31 Sospeso, 5 Da rileggere, 188 Da leggere - drop rate: 5,65%	"[""Trama: Ganta Igarashi è stato condannato per un crimine che non ha commesso, ed inviato in una nuova struttura carceraria gestita privatamente. Qui i detenuti sono l'attrazione principale, combattono come gladiatori in quello che in realtà è un moderno Colosseo. Come se non bastasse, a questa situazione critica si aggiungono dei super poteri, una strana ragazzina, personaggi inquietanti e delle oscure cospirazioni.""]"
https://www.animeclick.it/manga/10910/dear-boys	Dear Boys	Hoop Days	Kodansha	Giappone	Hiroki Yagami	Hiroki Yagami	Shounen	Scolastico  Sport	1989	23	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 10 Da leggere	"[""Trama: Aikawa Kazuhiko era il capitano della prestigiosa squadra di basket del liceo Tedoji. A metà dell'anno scolastico però Kazuhiro si deve trasferire in una nuova scuola, dove entra subito a far parte della... più scarsa squadra di basket di tutti i tempi! Kazuhiro ha ora un obbiettivo, portare il liceo Mizuho ai vertici della classifica nazionale!""]"
https://www.animeclick.it/manga/10911/dear-boys-act-2	Dear Boys Act 2	Dear Boys 2	Kodansha	Giappone	Hiroki Yagami	Hiroki Yagami	Shounen	Scolastico  Sport	1997	30	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	"[""Trama: I ragazzi del Mizuho sono tornati e sono pronti ad affrontare il campionato nazionale! Come si svilupperanno le varie rivalità e storie d'amore all'interno del club di basket? Riusciranno a battere il temuto liceo Tendoji? Che la lotta per la miglior squadra di basket giovanile del Giappone abbia inizio!""]"
https://www.animeclick.it/manga/11052/dear-boys-act-3	Dear Boys Act 3	Dear Boys Act III	Kodansha	Giappone	Hiroki Yagami	Hiroki Yagami	Shounen	Scolastico  Sport	2008 - 2015	21	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 7 Da leggere	['Trama: Il tram di basket delle scuole superiori Mizuho ha combattuto con successo nei quarti di finale del torneo nazionale! Il loro avversario ora è la Narita-Chuo guidata da coach Shimojo. Questa è la terza volta che le due squadre si scontrano, ed il loro destino sembra si intrecci nuovamente; nessuno dei due team vuole perdere ed entrambi vogliono dimostrare quanto sono cresciuti. La battaglia ha inizio!']
https://www.animeclick.it/manga/28356/dear-boys-act-4	DEAR BOYS ACT4	Dear Boys Act 4	Kodansha	Giappone	Hiroki Yagami	Hiroki Yagami	Shounen	Scolastico  Slice of Life  Sport	2018	5	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Shuukan Shounen Magazine	Basket-Pallacanestro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	['Trama: Il manga è ambientato un anno dopo la vittoria del Mizuho al torneo interscolastico, ma nella famosa scuola rivale Shonan Dai Sagami. Le vicende ruotano attorno a Fuse, asso della squadra di basket che punta alle nazionali e a un nuovo protagonista.']
https://www.animeclick.it/manga/17845/dear-boys-over-time	Dear Boys: Over Time	Dear Boys: Over Time	Kodansha	Giappone	Hiroki Yagami	Hiroki Yagami	Shounen	Scolastico  Sport	2016 - 2017	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"['Trama: Sequel di ""Dear Boys Act 3"".']"
https://www.animeclick.it/manga/9703/dears	DearS	DearS	ASCII	Giappone	PEACH-PIT	PEACH-PIT	Shounen	Azione  Commedia  Ecchi  Fantascienza	2002	8	completato	completato	Flashbook Edizioni (compralo su Amazon.it)	7,250   (#1778 in manga) (20 valutazioni con 10 recensioni)	19  2  0 - 95,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	6 In lettura, 56 Completo, 1 Pausa, 0 Sospeso, 0 Da rileggere, 22 Da leggere - drop rate: 0,00%	"[""Trama: Anno 200X: un UFO atterra nella baia di Tokyo. Al suo interno oltre un centinaio di alieni! È forse l’inizio di una sanguinaria guerra? Tutt’altro: gli alieni sono tutti giovani, carini, pacifici e intelligenti, e non chiedono altro se non essere accettati e accolti nella società giapponese. L’integrazione procede a gonfie vele, e questi “adolescenti delle stelle” diventano popolarissimi fra tutti i loro coetanei terrestri. Tutti… meno uno: Ikuhara Takeya, svogliato e timoroso studente, sospetta chissà quali loschi piani per la conquista del mondo o per il lavaggio del cervello all’umanità, e l’ultima cosa che vorrebbe nella vita è avere a che fare con un alieno. Ma, si sa, a volte il destino ama gli scherzi: per una serie di circostanze casuali proprio Takeya, infatti, diventerà l’oggetto dell’imprinting di Ren, dolce e graziosa aliena appena uscita dall’uovo! (trama presa dal sito dell'editore italiano, Flashbook Edizioni)""]"
https://www.animeclick.it/manga/9898/death-god	Death God	Death God	Mag Garden	Giappone	Sho Satogane	Sho Satogane	Shounen	Azione  Soprannaturale	2007	2	completato	completato	Star Comics (compralo su Amazon.it)	5,086   (#5237 in manga) (33 valutazioni con 22 recensioni)	0  1  0 - 0,00% promosso	Gekkan Shounen Magazine	Basket-Pallacanestro	2 In lettura, 104 Completo, 2 Pausa, 5 Sospeso, 0 Da rileggere, 18 Da leggere - drop rate: 4,42%	['Trama: Gli Shingami, dei della morte, sono veri e propri agenti che operano per conto dell’indaffaratissima Oscura Signora, che non si occupa solo di ‘smaltimento’ di esseri umani, ma anche di mantenere un equilibrio tra vivi e defunti. Ecco perché una squadra speciale di quattro Shingami – nome in codice: Death God Four – viene affidata la missione di scovare ed eliminare alcune mostruose entità che minacciano l’equilibrio vitale del nostro mondo divorando esseri umani e, soprattutto, le loro anime. Il loro compito ‘di routine’ si trova però all’improvviso di fronte a un insormontabile scoglio… (trama presa dal sito della casa editrice italiana: Star Comics)']
